Time [s];Bending-angle [radiant]
0.0;0.0
0.049499999732;0.0
0.099500000477;0.0
0.1494999975;0.0
0.19949999452;0.0
0.24950000644;0.0
0.29949998856;0.0
0.34950000048;0.0
0.3995000124;0.0
0.44949999452;0.0
0.49950000644;0.0
0.55000001192;0.0
0.60000002384;0.0
0.64999997616;0.0
0.69999998808;0.0
0.75;0.0
0.80000001192;0.0
0.85000002384;0.0
0.89999997616;0.0
0.94999998808;0.0
1.0;0.0
1.0499999523;0.0
1.1000000238;0.0
1.1499999762;0.0
1.2000000477;0.0
1.25;0.0
1.2999999523;0.0
1.3500000238;0.0
1.3999999762;0.0
1.4500000477;0.0
1.5;0.0
1.5499999523;0.0
1.6000000238;0.0
1.6499999762;0.0
1.7000000477;0.0
1.75;0.0
1.7999999523;0.0
1.8500000238;0.0
1.8999999762;0.0
1.9500000477;0.0
2.0;9.5262388531e-22
2.0499999523;0.00089249771554
2.0999999046;0.0017849954311
2.1500000954;0.002677493263
2.2000000477;0.0035699908622
2.25;0.0044624884613
2.2999999523;0.0053549865261
2.3499999046;0.0062474841252
2.4000000954;0.0071399817243
2.4500000477;0.0080324793234
2.4995000362;0.0089160520583
2.5494999886;0.0098085496575
2.5994999409;0.010701048188
2.6494998932;0.011593545787
2.6995000839;0.012486043386
2.7495000362;0.013378540985
2.7994999886;0.014271038584
2.8494999409;0.015163536184
2.8994998932;0.016056034714
2.9495000839;0.016948532313
2.9995000362;0.017841029912
3.0494999886;0.018733527511
3.0994999409;0.01962602511
3.1494998932;0.02051852271
3.1995000839;0.021411020309
3.2495000362;0.022303517908
3.2994999886;0.023196015507
3.3494999409;0.024088513106
3.3994998932;0.024981010705
3.4495000839;0.025873508304
3.4995000362;0.026766007766
3.5494999886;0.027658505365
3.5994999409;0.028551002964
3.6494998932;0.029443500564
3.6995000839;0.030335998163
3.7495000362;0.031228495762
3.7994999886;0.032120991498
3.8494999409;0.033013489097
3.8994998932;0.033905990422
3.9495000839;0.034798488021
3.9995000362;0.03569098562
4.0494999886;0.036583483219
4.0995001793;0.037475980818
4.1494998932;0.038368478417
4.1995000839;0.039260976017
4.2494997978;0.040153473616
4.2994999886;0.041045971215
4.3495001793;0.041938468814
4.3994998932;0.042830966413
4.4495000839;0.043723464012
4.4994997978;0.044615961611
4.5494999886;0.04550845921
4.5995001793;0.04640095681
4.6494998932;0.047293454409
4.6995000839;0.048185952008
4.7494997978;0.049078449607
4.7994999886;0.049970947206
4.8495001793;0.050863444805
4.8994998932;0.051755942404
4.9499998093;0.052657365799
5.0;0.053549863398
5.0500001907;0.054442360997
5.0999999046;0.055334858596
5.1500000954;0.056227356195
5.1999998093;0.057119853795
5.25;0.058012351394
5.3000001907;0.058904848993
5.3499999046;0.059797346592
5.4000000954;0.060689844191
5.4499998093;0.06158234179
5.5;0.062474839389
5.5500001907;0.063367336988
5.5999999046;0.064259834588
5.6500000954;0.065152332187
5.6999998093;0.066044829786
5.75;0.066937327385
5.8000001907;0.067829824984
5.8499999046;0.068722322583
5.9000000954;0.069614820182
5.9499998093;0.070507317781
6.0;0.071399815381
6.0500001907;0.07229231298
6.0999999046;0.073184810579
6.1500000954;0.074077308178
6.1999998093;0.074969805777
6.25;0.075862303376
6.3000001907;0.076754800975
6.3499999046;0.077647298574
6.4000000954;0.078539803624
6.4499998093;0.079432301223
6.5;0.080324798822
6.5500001907;0.081217296422
6.5999999046;0.082109794021
6.6500000954;0.08300229162
6.6999998093;0.083894789219
6.75;0.084787286818
6.8000001907;0.085679784417
6.8499999046;0.086572282016
6.9000000954;0.087464779615
6.9499998093;0.088357277215
7.0;0.089249774814
7.0500001907;0.090142272413
7.0999999046;0.091034770012
7.1500000954;0.091927267611
7.1999998093;0.09281976521
7.25;0.093712262809
7.3000001907;0.094604760408
7.3499999046;0.095497258008
7.4000000954;0.096389755607
7.4499998093;0.097282253206
7.5;0.098174750805
7.5500001907;0.099067248404
7.5999999046;0.099959746003
7.6500000954;0.1008522436
7.6999998093;0.1017447412
7.75;0.1026372388
7.8000001907;0.1035297364
7.8499999046;0.104422234
7.9000000954;0.1053147316
7.9499998093;0.1062072292
8.0;0.1070997268
8.0500001907;0.1079922244
8.1000003815;0.10888472199
8.1499996185;0.10977721959
8.1999998093;0.11066971719
8.25;0.11156221479
8.3000001907;0.11245471239
8.3500003815;0.11334720999
8.3999996185;0.11423970759
8.4499998093;0.11513220519
8.5;0.11602470279
8.5500001907;0.11691720039
8.6000003815;0.11780969799
8.6499996185;0.11870219558
8.6999998093;0.11959469318
8.75;0.12048719078
8.8000001907;0.12137968838
8.8500003815;0.12227218598
8.8999996185;0.12316468358
8.9499998093;0.12405718118
9.0;0.12494967878
9.0500001907;0.12584218383
9.1000003815;0.12673467398
9.1499996185;0.12762717903
9.1999998093;0.12851966918
9.25;0.12941217422
9.3000001907;0.13030466437
9.3500003815;0.13119716942
9.3999996185;0.13208965957
9.4495000839;0.13297323883
9.4995002747;0.13386572897
9.5495004654;0.13475823402
9.5994997025;0.13565072417
9.6494998932;0.13654322922
9.6995000839;0.13743571937
9.7495002747;0.13832822442
9.7995004654;0.13922071457
9.8494997025;0.14011321962
9.8994998932;0.14100570977
9.9495000839;0.14189821482
9.9995002747;0.14279070497
10.049500465;0.14368321002
10.099499702;0.14457570016
10.149499893;0.14546820521
10.199500084;0.14636069536
10.249500275;0.14725320041
10.299500465;0.14814569056
10.349499702;0.14903819561
10.399499893;0.14993068576
10.449500084;0.15082319081
10.499500275;0.15171569586
10.549500465;0.15260818601
10.599499702;0.15350069106
10.649499893;0.1543931812
10.699500084;0.15528568625
10.749500275;0.1561781764
10.799500465;0.15707068145
10.849499702;0.1579631716
10.899499893;0.15885567665
10.949500084;0.1597481668
10.999500275;0.16064067185
11.049500465;0.161533162
11.099499702;0.16242566705
11.149499893;0.1633181572
11.199500084;0.16421066225
11.249500275;0.16510315239
11.299500465;0.16599565744
11.349499702;0.16688814759
11.399499893;0.16778065264
11.449500084;0.16867314279
11.499500275;0.16956564784
11.549500465;0.17045813799
11.599499702;0.17135064304
11.649499893;0.17224313319
11.699500084;0.17313563824
11.749500275;0.17402812839
11.799500465;0.17492063344
11.849499702;0.17581312358
11.899499893;0.17670562863
11.949500084;0.17759811878
11.999500275;0.17849062383
12.049500465;0.17938311398
12.099499702;0.18027561903
12.149499893;0.18116810918
12.199500084;0.18206061423
12.249500275;0.18295310438
12.299500465;0.18384560943
12.349499702;0.18473809958
12.399499893;0.18563060462
12.449500084;0.18652309477
12.499500275;0.18741559982
12.549500465;0.18830808997
12.599499702;0.18920059502
12.649499893;0.19009308517
12.699500084;0.19098559022
12.749500275;0.19187808037
12.799500465;0.19277058542
12.849499702;0.19366307557
12.899499893;0.19455558062
12.949500084;0.19544807076
12.999500275;0.19634057581
13.049500465;0.19723306596
13.099499702;0.19812557101
13.149499893;0.19901806116
13.199500084;0.19991056621
13.249500275;0.20080305636
13.299500465;0.20169556141
13.349499702;0.20258806646
13.399499893;0.20348055661
13.449500084;0.20437306166
13.499500275;0.20526555181
13.549500465;0.20615805686
13.599499702;0.207050547
13.649499893;0.20794305205
13.699500084;0.2088355422
13.749500275;0.20972804725
13.799500465;0.2106205374
13.849499702;0.21151304245
13.899499893;0.2124055326
13.949500084;0.21329803765
13.999500275;0.2141905278
14.049500465;0.21508303285
14.099499702;0.21597552299
14.149499893;0.21686802804
14.199500084;0.21776051819
14.249500275;0.21865302324
14.299500465;0.21954551339
14.349499702;0.22043801844
14.399499893;0.22133050859
14.449500084;0.22222301364
14.499500275;0.22311550379
14.549500465;0.22400800884
14.599499702;0.22490049899
14.649499893;0.22579300404
14.699500084;0.22668549418
14.749500275;0.22757799923
14.799500465;0.22847048938
14.849499702;0.22936299443
14.899499893;0.23025548458
14.949500084;0.23114798963
14.999500275;0.23204047978
15.049500465;0.23293298483
15.099499702;0.23382547498
15.149499893;0.23471798003
15.199500084;0.23561047018
15.249500275;0.23650297523
15.299500465;0.23739546537
15.349499702;0.23828797042
15.399499893;0.23918046057
15.449500084;0.24007296562
15.499500275;0.24096545577
15.549500465;0.24185796082
15.599499702;0.24275045097
15.649499893;0.24364295602
15.699500084;0.24453544617
15.749500275;0.24542795122
15.799500465;0.24632044137
15.849499702;0.24721294641
15.899499893;0.24810543656
15.949500084;0.24899794161
15.999500275;0.24989043176
16.049499512;0.25078293681
16.099500656;0.25167542696
16.149499893;0.25256791711
16.19949913;0.25346043706
16.249500275;0.25435292721
16.299499512;0.25524541736
16.349500656;0.25613793731
16.399499893;0.25703042746
16.44949913;0.2579229176
16.499500275;0.25881540775
16.549499512;0.2597079277
16.599500656;0.26060041785
16.649499893;0.261492908
16.69949913;0.26238539815
16.749500275;0.2632779181
16.799499512;0.26417040825
16.849500656;0.2650628984
16.899499893;0.26595538855
16.94949913;0.2668479085
16.999500275;0.26774039865
17.049499512;0.26863288879
17.099500656;0.26952537894
17.149499893;0.27041789889
17.19949913;0.27131038904
17.249500275;0.27220287919
17.299499512;0.27309536934
17.349500656;0.27398788929
17.399499893;0.27488037944
17.44949913;0.27577286959
17.499500275;0.27666535974
17.549499512;0.27755787969
17.599500656;0.27845036983
17.649499893;0.27934285998
17.69949913;0.28023535013
17.749500275;0.28112787008
17.799499512;0.28202036023
17.849500656;0.28291285038
17.899499893;0.28380534053
17.94949913;0.28469786048
17.999500275;0.28559035063
18.049499512;0.28648284078
18.099500656;0.28737533092
18.149499893;0.28826785088
18.19949913;0.28916034102
18.249500275;0.29005283117
18.299499512;0.29094532132
18.349500656;0.29183784127
18.399499893;0.29273033142
18.44949913;0.29362282157
18.499500275;0.29451531172
18.549499512;0.29540783167
18.599500656;0.29630032182
18.649499893;0.29719281197
18.69949913;0.29808530211
18.749500275;0.29897782207
18.799499512;0.29987031221
18.849500656;0.30076280236
18.899499893;0.30165529251
18.94949913;0.30254781246
18.999500275;0.30344030261
19.049499512;0.30433279276
19.099500656;0.30522528291
19.149499893;0.30611780286
19.19949913;0.30701029301
19.249500275;0.30790278316
19.299499512;0.30879530311
19.349500656;0.30968779325
19.399999619;0.3105891943
19.450000763;0.31148171425
19.5;0.3123742044
19.549999237;0.31326669455
19.600000381;0.3141592145
19.649999619;0.31505170465
19.700000763;0.31594419479
19.75;0.31683668494
19.799999237;0.31772920489
19.850000381;0.31862169504
19.899999619;0.31951418519
19.950000763;0.32040667534
20.0;0.32129919529
20.049999237;0.32219168544
20.100000381;0.32308417559
20.149999619;0.32397666574
20.200000763;0.32486918569
20.25;0.32576167583
20.299999237;0.32665416598
20.350000381;0.32754665613
20.399999619;0.32843917608
20.450000763;0.32933166623
20.5;0.33022415638
20.549999237;0.33111664653
20.600000381;0.33200916648
20.649999619;0.33290165663
20.700000763;0.33379414678
20.75;0.33468663692
20.799999237;0.33557915688
20.850000381;0.33647164702
20.899999619;0.33736413717
20.950000763;0.33825662732
21.0;0.33914914727
21.049999237;0.34004163742
21.100000381;0.34093412757
21.149999619;0.34182661772
21.200000763;0.34271913767
21.25;0.34361162782
21.299999237;0.34450411797
21.350000381;0.34539660811
21.399999619;0.34628912807
21.450000763;0.34718161821
21.5;0.34807410836
21.549999237;0.34896659851
21.600000381;0.34985911846
21.649999619;0.35075160861
21.700000763;0.35164409876
21.75;0.35253658891
21.799999237;0.35342910886
21.850000381;0.35432159901
21.899999619;0.35521408916
21.950000763;0.3561065793
22.0;0.35699909925
22.049999237;0.3578915894
22.100000381;0.35878407955
22.149999619;0.3596765697
22.200000763;0.36056908965
22.25;0.3614615798
22.299999237;0.36235406995
22.350000381;0.3632465899
22.399999619;0.36413908005
22.450000763;0.3650315702
22.5;0.36592406034
22.549999237;0.3668165803
22.600000381;0.36770907044
22.649999619;0.36860156059
22.700000763;0.36949405074
22.75;0.37038657069
